date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,USD_raw,EUR_raw,GBP_raw,JPY_raw,CNY_raw,GDP_bigmac,adj_price,USD_adjusted,EUR_adjusted,GBP_adjusted,JPY_adjusted,CNY_adjusted,GDP_dollar,GDP_local
7/1/2022,ARG,ARS,Argentina,590,129.115,4.569569763,-0.1127,-0.04103,0.02918,0.61534,0.28469,8847.066934,3.497671506,0.15334,0.10717,0.22869,1.0017,0.33735,10658.458,1013547.474
7/1/2022,AUS,AUD,Australia,6.7,1.448435689,4.62568,-0.10181,-0.02925,0.04182,0.63518,0.30046,64955.51876,4.472139476,-0.08689,-0.12345,-0.02724,0.58476,0.05879,63529.289,84505.238
7/1/2022,AZE,AZN,Azerbaijan,4.7,1.69825,2.767554836,-0.46261,-0.4192,-0.37668,-0.02167,-0.22193,10055.07696,3.518651715,-0.30565,-0.33344,-0.26028,0.2051,-0.19487,5397.928,9176.478
7/1/2022,BHR,BHD,Bahrain,1.6,0.377,4.24403183,-0.17592,-0.10935,-0.04414,0.50027,0.19317,31630.82363,3.8933702,-0.03769,-0.07622,0.02518,0.67015,0.11584,26135.777,9827.052
7/1/2022,BRA,BRL,Brazil,22.9,5.39175,4.247229564,-0.1753,-0.10868,-0.04342,0.5014,0.19406,9180.888358,3.503469176,0.07021,0.02736,0.14013,0.85742,0.24095,7563.562,40823.756
7/1/2022,CAN,CAD,Canada,6.77,1.28915,5.251522321,0.01971,0.10209,0.18277,0.85641,0.47641,49674.33413,4.206742294,0.10205,0.05793,0.17404,0.91268,0.27787,52078.515,65300.047
7/1/2022,CHE,CHF,Switzerland,6.5,0.96845,6.711755899,0.30325,0.40853,0.51165,1.37261,0.88694,67857.66294,4.522542694,0.31013,0.25768,0.39572,1.27382,0.51915,93719.959,85645.594
7/1/2022,CHL,CLP,Chile,3400,928.435,3.662076505,-0.28892,-0.23148,-0.17521,0.29454,0.02955,18476.46641,3.664910862,-0.11789,-0.1532,-0.06026,0.53097,0.02285,16069.808,12198055.5
7/1/2022,CHN,CNY,China,24,6.74735,3.556951989,-0.30933,-0.25354,-0.19889,0.25738,0,17102.47385,3.641047938,-0.13759,-0.17212,-0.08125,0.49677,0,12358.797,79700.849
7/1/2022,COL,COP,Colombia,14950,4295.1,3.480710577,-0.32413,-0.26954,-0.21606,0.23043,-0.02143,7940.328475,3.481923654,-0.11751,-0.15284,-0.05986,0.53162,0.02329,6156.137,23050079.75
